Environment,Genotype,Group,Geno.GY_control,Geno.GY_test,Trial.GY_control,Trial.GY_test,Cov_DSI,SD_blue,SD_weight,PH_blue,PH_weight,TC_blue,TC_weight,NDVI_blue,NDVI_weight,GR_blue,GR_weight,GY_blue,GY_weight,TKW_blue,TKW_weight,TW_blue,TW_weight,KW_blue,KW_weight,Rb_blue,Rb_weight
2022 EL,KSTdGD80-232,WIL,-0.2776,-0.1622,0.8366,-0.4662,-0.0886,-0.3776,3.9884,-1.5192,3.1317,0.8914,1.3732,-0.3913,7.2362,-0.6466,7.8576,-0.1622,3.7243,-0.4497,13.5962,-1.5738,21.7345,-0.0055,12.5246,NA,NA
2022 EL,KSTdGD80-233,WIL,-0.1460,-2.0206,0.8366,-0.4662,1.4389,0.5593,5.1029,1.6799,3.2507,-0.9111,1.4369,-0.0324,9.2881,1.2169,8.3218,-2.0206,3.7473,-0.3670,13.9351,-0.4028,23.3412,-0.4242,13.6661,NA,NA
2022 EL,KSTdGD80-238,WIL,0.5315,0.6770,0.8366,-0.4662,-0.1117,-0.5985,4.9429,0.5322,3.1859,0.4242,1.4336,-0.2597,7.9438,-0.7186,7.7509,0.6770,3.7086,-0.6013,13.9537,0.1262,21.1787,0.1190,12.3852,NA,NA
2022 EL,KSTdGD80-239,WIL,0.2677,-0.5328,0.8366,-0.4662,0.6145,-0.5619,4.2516,-0.4514,3.1592,1.1871,1.3867,-1.3080,7.7045,-0.8907,7.9304,-0.5328,3.7314,-0.6852,13.7312,0.0133,21.8772,-1.6037,12.6869,NA,NA
2022 EL,KSTdGD80-24,WIL,0.9187,0.2971,0.8366,-0.4662,0.4771,-0.6661,10.0321,0.6880,6.4359,-1.1279,2.8615,0.2340,16.8805,0.2314,15.9579,0.2971,7.4457,0.4930,27.8841,0.1491,44.0984,-0.1328,25.8464,NA,NA
2022 EL,KSTdGD80-243,WIL,-0.3237,-0.0086,0.8366,-0.4662,-0.2419,-0.9310,5.1053,0.2887,3.2623,-0.2743,1.4403,-0.7120,9.2892,-0.9779,8.3278,-0.0086,3.7533,-0.4751,13.9573,0.1684,23.2286,-1.1125,13.5744,NA,NA
2022 EL,KSTdGD80-246,WIL,0.7626,-0.1904,0.8366,-0.4662,0.7315,-0.2793,5.1069,0.2777,3.2737,-0.6644,1.4388,0.0772,9.2892,0.6171,8.3255,-0.1904,3.7473,-0.5806,13.9901,0.2148,23.3522,-0.9647,13.6780,NA,NA
2022 EL,KSTdGD80-25,WIL,0.5544,0.8250,0.8366,-0.4662,-0.2077,-0.3203,10.0277,-0.1619,6.4231,0.2893,2.8543,-0.2297,16.8781,-0.2329,15.9543,0.8250,7.4376,-0.7618,27.8181,0.5211,44.1024,-1.3175,25.8438,NA,NA
2022 EL,KSTdGD80-252,WIL,0.3777,-0.8664,0.8366,-0.4662,0.9550,0.3155,5.1053,0.9682,3.2668,-0.5419,1.4387,-0.2037,9.2883,-0.1287,8.3212,-0.8664,3.7464,-0.6139,13.9561,0.5432,23.3474,-0.5454,13.6693,NA,NA
2022 EL,KSTdGD80-256,WIL,0.6491,-0.5508,0.8366,-0.4662,0.9210,-0.5717,5.0773,0.5131,3.2561,-0.4963,1.4389,-0.7407,9.0608,0.0159,8.3035,-0.5508,3.7327,-0.3507,13.7565,-0.3591,21.7599,-0.1642,12.6040,NA,NA
2022 EL,KSTdGD80-257,WIL,0.5547,-0.7540,0.8366,-0.4662,1.0046,-1.1145,5.1013,-0.5208,3.2520,-1.6339,1.4309,-2.1301,9.2871,-0.9265,8.3132,-0.7540,3.7356,1.2016,13.9170,1.2041,23.3325,0.8197,13.6588,NA,NA
2022 EL,KSTdGD80-258,WIL,-1.1263,-1.4756,0.8366,-0.4662,0.2681,-0.3596,5.0998,-0.2613,3.2305,-0.8039,1.4287,-1.1971,9.2878,-0.9430,8.3192,-1.4756,3.7298,0.4940,13.8955,-0.2755,23.3319,0.1530,13.6570,NA,NA
2022 EL,KSTdGD80-259,WIL,0.6228,-0.3006,0.8366,-0.4662,0.7088,-1.4146,4.9257,0.1018,3.1679,0.0279,1.4164,-0.4903,7.5928,-0.6299,7.6380,-0.3006,3.6787,-1.5934,13.8971,0.4971,20.6139,-2.7543,12.0834,NA,NA
2022 EL,KSTdGD80-26,WIL,-0.1839,-0.3233,0.8366,-0.4662,0.1070,-0.4268,10.1609,3.5224,6.5364,-1.0382,2.8891,0.0152,18.1241,0.0641,16.6285,-0.3233,7.5128,-0.2501,27.9514,0.7542,46.4859,-0.6649,27.1745,NA,NA
2022 EL,KSTdGD80-261,WIL,1.7968,0.3797,0.8366,-0.4662,1.0878,-1.0193,5.1026,0.0586,3.2634,-0.4711,1.4338,-1.0532,9.2877,-1.4705,8.3154,0.3797,3.7455,-0.8006,13.9343,0.7010,23.3571,-0.3500,13.6597,NA,NA
2022 EL,KSTdGD80-262,WIL,0.4503,-1.9966,0.8366,-0.4662,1.8782,-0.2670,5.1038,0.4142,3.2561,-0.1165,1.4358,-0.7043,9.2894,0.1716,8.3256,-1.9966,3.7450,-0.1963,13.9439,-1.1060,23.3726,0.3108,13.6656,NA,NA
2022 EL,KSTdGD80-263,WIL,0.0413,-1.3019,0.8366,-0.4662,1.0310,-0.3342,5.1064,0.2776,3.2718,-2.1935,1.4375,-0.2236,9.2889,0.5595,8.3241,-1.3019,3.7430,0.4337,13.9811,-0.1688,23.3503,-0.1578,13.6751,NA,NA
2022 EL,KSTdGD80-264,WIL,0.1498,-1.5433,0.8366,-0.4662,1.2996,-2.6824,5.0997,-0.6566,3.2380,-0.1666,1.4254,-0.1210,9.2870,0.5388,8.3112,-1.5433,3.7277,1.1277,13.8759,-1.9560,23.3255,0.1838,13.6491,NA,NA
2022 EL,KSTdGD80-265,WIL,1.7460,0.3254,0.8366,-0.4662,1.0905,-0.2461,5.1047,-0.1003,3.2599,-0.0436,1.4381,-0.3994,9.2884,1.2571,8.3218,0.3254,3.7511,-0.2258,13.9438,0.4836,23.3408,-0.0081,13.6654,NA,NA
2022 EL,KSTdGD80-266,WIL,1.1503,1.2313,0.8366,-0.4662,-0.0622,0.5754,5.1052,-0.9261,3.2697,0.3227,1.4346,-0.4490,9.2886,0.2288,8.3227,1.2313,3.7363,0.6568,13.9626,0.8513,23.3544,1.1717,13.6699,NA,NA
2022 EL,KSTdGD80-268,WIL,1.1909,0.2376,0.8366,-0.4662,0.7318,-0.0989,5.0791,0.4141,3.2701,-0.6667,1.4367,-0.4946,9.0603,0.1655,8.3004,0.2376,3.7426,-1.7549,13.9669,1.1665,23.2224,-2.8955,13.5807,NA,NA
2022 EL,KSTdGD80-269,WIL,-0.0291,-0.8580,0.8366,-0.4662,0.6363,0.9646,5.1050,-2.0889,3.2627,0.7332,1.4385,-2.0086,9.2882,-0.6740,8.3222,-0.8580,3.7517,-0.5199,13.9522,-0.2623,23.3494,-1.2269,13.6692,NA,NA
2022 EL,KSTdGD80-270,WIL,-0.8884,-0.9253,0.8366,-0.4662,0.0283,-0.8908,5.1059,-0.9484,3.2732,-1.0907,1.4385,-0.8526,9.2885,-1.1133,8.3238,-0.9253,3.7475,0.3540,13.9798,-0.9895,23.3516,1.4113,13.6760,NA,NA
2022 EL,KSTdGD80-272,WIL,0.7514,-0.1916,0.8366,-0.4662,0.7238,-1.1913,5.0790,-0.0767,3.2682,-0.0260,1.4386,-0.4667,9.0608,0.6525,8.3035,-0.1916,3.7499,0.0885,13.9655,0.3831,23.2352,0.0895,13.5800,NA,NA
2022 EL,KSTdGD80-273,WIL,-1.2642,-0.3184,0.8366,-0.4662,-0.7260,0.5291,4.2579,1.1350,3.1627,-1.9296,1.3884,-0.4636,7.7082,-0.5729,7.9478,-0.3184,3.7275,-0.0995,13.7707,1.1092,21.9074,0.3829,12.7066,NA,NA
2022 EL,KSTdGD80-274,WIL,1.4050,-0.1902,0.8366,-0.4662,1.2245,-0.0311,5.1053,0.3440,3.2668,-0.1736,1.4373,0.0621,9.2883,-0.0678,8.3211,-0.1902,3.7466,-1.5182,13.9562,-0.4265,23.3476,-1.6779,13.6693,NA,NA
2022 EL,KSTdGD80-275,WIL,0.2536,-0.9914,0.8366,-0.4662,0.9557,-0.3833,5.1047,0.3059,3.2676,-1.0676,1.4355,-0.8138,9.2880,-0.4298,8.3268,-0.9914,3.7348,-0.1041,13.9638,0.1590,23.3609,0.2517,13.6756,NA,NA
2022 EL,KSTdGD80-276,WIL,1.2392,0.2817,0.8366,-0.4662,0.7350,-0.7467,5.0758,-0.8663,3.2402,-0.6415,1.4362,-0.9662,9.0608,-0.7015,8.3117,0.2817,3.7295,-0.9720,13.9713,0.5590,23.2305,-0.7422,13.5894,NA,NA
2022 EL,KSTdGD80-277,WIL,0.4045,0.5638,0.8366,-0.4662,-0.1223,-0.4438,5.1025,-1.7924,3.2435,0.3271,1.4299,-1.1962,9.2883,-1.0695,8.3187,0.5638,3.7346,0.1592,13.9051,1.5085,23.3386,-0.2477,13.6579,NA,NA
2022 EL,KSTdGD80-278,WIL,-1.7972,-1.7817,0.8366,-0.4662,-0.0119,-0.1740,5.1049,-0.4258,3.2672,-1.4429,1.4372,-1.6371,9.2885,-1.4711,8.3216,-1.7817,3.7464,-0.7261,13.9607,0.5039,23.3420,-0.8968,13.6689,NA,NA
2022 EL,KSTdGD80-279,WIL,0.6842,-0.5412,0.8366,-0.4662,0.9406,0.5325,5.1030,0.9613,3.2529,1.1421,1.4311,0.4796,9.2882,0.3334,8.3191,-0.5412,3.7383,-0.1094,13.6744,-1.0166,21.8750,-0.3133,12.6706,NA,NA
2022 EL,KSTdGD80-28,WIL,-0.2342,-2.8519,0.8366,-0.4662,2.0093,-1.1037,10.2095,0.1471,6.5172,-1.1271,2.8795,-0.5153,18.5794,-0.3504,16.6587,-2.8519,7.4770,-0.8746,13.9459,-0.2141,23.3727,-1.4922,13.6665,NA,NA
2022 EL,KSTdGD80-280,WIL,0.5423,0.0943,0.8366,-0.4662,0.3439,0.2677,5.1029,0.4020,3.2560,-0.5399,1.4354,-0.2162,9.2881,0.6732,8.3190,0.0943,3.7442,-0.9884,13.9461,0.9522,23.3415,-0.7600,13.6658,NA,NA
2022 EL,KSTdGD80-281,WIL,0.0445,-0.3681,0.8366,-0.4662,0.3167,-1.2705,5.1036,-0.1647,3.2639,-0.8110,1.4356,-0.8969,9.2874,-0.2350,8.3216,-0.3681,3.7386,-0.3284,13.9546,0.2586,23.3485,0.2469,13.6715,NA,NA
2022 EL,KSTdGD80-282,WIL,0.7443,-0.1462,0.8366,-0.4662,0.6835,-1.2909,5.1003,0.0568,3.2483,-1.4882,1.4340,-1.0228,9.2874,0.4412,8.3213,-0.1462,3.7370,-1.0262,13.9364,-0.7941,23.3387,-0.6240,13.6674,NA,NA
2022 EL,KSTdGD80-284,WIL,0.0593,0.3715,0.8366,-0.4662,-0.2396,-0.7653,5.1058,0.0191,3.2617,-0.2677,1.4376,-0.4487,9.2895,0.3501,8.3257,0.3715,3.7166,-0.2240,13.9502,0.8867,20.8977,-0.7118,12.2272,NA,NA
2022 EL,KSTdGD80-285,WIL,-0.8554,-2.4731,0.8366,-0.4662,1.2417,-3.2027,5.0708,-0.6512,3.2599,-0.4785,1.4297,-1.4226,9.0133,-1.2638,8.2907,-2.4731,3.7340,-1.7414,13.9302,-2.4303,23.1998,-1.6116,13.5606,NA,NA
2022 EL,KSTdGD80-286,WIL,0.3740,-1.5150,0.8366,-0.4662,1.4500,-0.7863,5.1028,-1.1733,3.2496,-0.9703,1.4368,-1.5258,9.2881,0.7162,8.3216,-1.5150,3.7472,-1.0045,13.9320,-1.2138,23.3404,-0.8184,13.6654,NA,NA
2022 EL,KSTdGD80-287,WIL,-1.5102,-2.2083,0.8366,-0.4662,0.5359,0.3877,5.1062,-0.1631,3.2689,-0.7606,1.4431,-0.4572,9.2903,-0.4569,8.3399,-2.2083,3.7529,-0.8697,13.9942,-2.7463,23.3743,0.2495,13.6832,NA,NA
2022 EL,KSTdGD80-29,WIL,0.0732,-0.2627,0.8366,-0.4662,0.2578,-0.7416,8.9451,-0.9445,6.3439,-0.0075,2.8128,-0.0925,15.1874,-0.0174,15.6104,-0.2627,7.4469,-1.2584,27.6142,0.5455,42.8748,-1.1539,24.8932,NA,NA
2022 EL,KSTdGD80-290,WIL,-0.5105,-0.1901,0.8366,-0.4662,-0.2459,0.5771,5.1051,1.3491,3.2616,-0.2172,1.4398,-0.6941,9.2890,-0.0229,8.3265,-0.1901,3.7522,1.1706,13.9555,1.1227,23.3681,0.8112,13.6728,NA,NA
2022 EL,KSTdGD80-291,WIL,0.1002,-1.1563,0.8366,-0.4662,0.9645,-2.1264,5.1040,0.3487,3.2514,-0.8093,1.4371,-0.1545,9.2883,0.6274,8.3213,-1.1563,3.7478,1.3762,13.9333,-1.9984,23.3453,1.3468,13.6667,NA,NA
2022 EL,KSTdGD80-292,WIL,1.9852,0.1327,0.8366,-0.4662,1.4220,-0.1974,5.1020,-0.6206,3.2438,-0.5440,1.4354,-1.0171,9.2890,-0.2293,8.3254,0.1327,3.7446,-0.3179,13.9327,0.1154,23.3723,0.3163,13.6665,NA,NA
2022 EL,KSTdGD80-293,WIL,0.3845,-1.8299,0.8366,-0.4662,1.6998,-0.5208,5.0518,2.3757,3.2617,-0.7633,1.4413,-0.7623,8.8322,0.0570,8.2852,-1.8299,3.7502,-0.0484,14.0077,-1.9449,23.0939,1.0550,13.4958,NA,NA
2022 EL,KSTdGD80-294,WIL,1.2479,-1.3645,0.8366,-0.4662,2.0053,-0.1145,5.1052,-0.7427,3.2608,-0.9288,1.4381,-1.2620,9.2885,-1.0037,8.3214,-1.3645,3.7514,-0.1187,13.9316,0.0755,23.3427,-0.3556,13.6657,NA,NA
2022 EL,KSTdGD80-295,WIL,-0.4563,-0.0427,0.8366,-0.4662,-0.3175,0.2898,5.0698,-0.7291,3.2555,-2.7574,1.4338,-0.9275,8.9720,0.3856,8.2979,-0.0427,3.7371,-0.9639,13.9496,0.6457,23.1942,-1.6279,13.5614,NA,NA
2022 EL,KSTdGD80-296,WIL,0.8337,-0.0569,0.8366,-0.4662,0.6836,-0.6906,3.9896,0.4361,3.1430,0.0896,1.3697,-0.9036,7.2369,-0.4688,7.8561,-0.0569,3.7101,-0.9421,13.6161,1.2109,21.7588,-0.2810,12.5265,NA,NA
2022 EL,KSTdGD80-297,WIL,-0.0024,-0.6002,0.8366,-0.4662,0.4589,-0.6807,5.1011,0.9702,3.2381,-0.6621,1.4340,-0.6219,9.2878,0.3096,8.3193,-0.6002,3.7346,0.1777,13.9206,-1.2524,23.3354,-0.1720,13.6636,NA,NA
2022 EL,KSTdGD80-298,WIL,-1.6041,-1.7977,0.8366,-0.4662,0.1486,0.6925,5.1030,-1.1118,3.2523,-0.9263,1.4359,-2.6397,9.2881,0.0307,8.3195,-1.7977,3.7395,2.1353,13.9369,-1.6108,23.3360,2.2795,13.6638,NA,NA
2022 EL,KSTdGD80-3,WIL,0.0738,-0.4912,0.8366,-0.4662,0.4337,-1.1312,10.0309,-1.5334,6.4373,-1.3252,2.8699,-1.0918,16.8796,-1.6402,15.9809,-0.4912,7.4641,-1.0252,27.9020,-0.1439,44.1296,-0.5772,25.8637,NA,NA
2022 EL,KSTdGD80-30,WIL,-1.2778,-0.6808,0.8366,-0.4662,-0.4583,-1.9579,10.2051,-1.2790,6.4930,-0.7466,2.8687,-0.8753,18.5785,-0.5895,16.6477,-0.6808,7.4853,1.4033,27.8594,-0.8930,46.7261,1.7810,27.3254,NA,NA
2022 EL,KSTdGD80-300,WIL,1.0307,-1.1548,0.8366,-0.4662,1.6776,-0.0148,5.1044,-0.2355,3.2569,-0.0649,1.4375,-0.0216,9.2896,0.0684,8.3259,-1.1548,3.7437,-0.4007,13.9787,-1.5181,23.3507,-0.3541,13.6758,NA,NA
2022 EL,KSTdGD80-301,WIL,-0.9484,-0.9406,0.8366,-0.4662,-0.0060,-0.6102,5.1011,0.7571,3.2430,-1.2427,1.4341,-1.0373,9.2878,0.7858,8.3190,-0.9406,3.7401,0.8700,13.9317,-0.5140,23.3413,0.6685,13.6656,NA,NA
2022 EL,KSTdGD80-302,WIL,0.0783,0.4754,0.8366,-0.4662,-0.3048,-2.4019,5.1081,-0.5579,3.2758,-0.6746,1.4444,-0.4634,9.2903,0.2238,8.3359,0.4754,3.7602,0.7556,13.9912,-0.5722,23.3741,1.2389,13.6806,NA,NA
2022 EL,KSTdGD80-303,WIL,0.3047,0.4176,0.8366,-0.4662,-0.0867,-0.2171,5.0790,0.5182,3.2623,-0.3971,1.4389,-0.4920,9.0617,-0.3258,8.3088,0.4176,3.7411,-0.1289,14.0038,0.9271,23.2255,0.7035,13.5891,NA,NA
2022 EL,KSTdGD80-305,WIL,0.5084,-2.8816,0.8366,-0.4662,2.6022,1.3504,5.1019,-0.8330,3.2461,-0.7474,1.4368,-1.4315,9.2884,-1.0262,8.3246,-2.8816,3.7450,0.7595,13.9404,-1.6104,23.3630,1.8738,13.6696,NA,NA
2022 EL,KSTdGD80-306,WIL,0.7660,-1.3561,0.8366,-0.4662,1.6289,-0.0606,5.1020,-0.7811,3.2438,-0.5877,1.4340,-1.2657,9.2890,0.9184,8.3255,-1.3561,3.7400,0.1793,13.9291,-0.7553,23.3723,-0.6341,13.6651,NA,NA
2022 EL,KSTdGD80-307,WIL,-0.5891,-0.9606,0.8366,-0.4662,0.2852,-0.2640,5.1010,-0.3878,3.2438,-0.1458,1.4314,0.3437,9.2870,0.2679,8.3133,-0.9606,3.7395,0.1461,13.8997,-0.6606,23.3315,-0.4128,13.6568,NA,NA
2022 EL,KSTdGD80-308,WIL,0.7671,0.3335,0.8366,-0.4662,0.3328,0.6902,5.0514,0.8136,3.2684,0.9146,1.4396,0.1626,8.8292,0.5346,8.2795,0.3335,3.7521,-0.6888,13.9759,0.7153,23.0925,-0.3601,13.4918,NA,NA
2022 EL,KSTdGD80-31,WIL,1.1411,-0.7632,0.8366,-0.4662,1.4617,-0.7849,9.0984,-0.2939,6.4178,0.4495,2.8134,-0.1145,16.5281,-0.3450,16.1877,-0.7632,7.4781,0.2315,27.6024,-0.0913,45.1272,-0.2853,26.2075,NA,NA
2022 EL,KSTdGD80-310,WIL,0.8889,1.1963,0.8366,-0.4662,-0.2360,1.1448,5.1054,1.2060,3.2684,-0.2202,1.4373,0.5944,9.2886,1.1897,8.3215,1.1963,3.7466,-1.2758,13.9484,0.2086,23.3440,-1.6534,13.6695,NA,NA
2022 EL,KSTdGD80-311,WIL,-1.1812,-0.7767,0.8366,-0.4662,-0.3105,0.4007,5.1021,1.4527,3.2632,-0.4931,1.4315,-0.1027,9.2872,0.6655,8.3128,-0.7767,3.7395,0.1302,13.9318,-0.0466,23.3346,-0.1560,13.6590,NA,NA
2022 EL,KSTdGD80-312,WIL,-0.4037,-0.2714,0.8366,-0.4662,-0.1016,-1.1587,5.1056,-0.0520,3.2683,1.3886,1.4370,0.0433,9.2885,0.0060,8.3295,-0.2714,3.7319,-0.6258,13.9524,-0.9968,23.3607,-0.4903,13.6781,NA,NA
2022 EL,KSTdGD80-313,WIL,0.8638,-0.9294,0.8366,-0.4662,1.3765,-0.8065,5.1000,1.0778,3.2462,-0.3079,1.4323,-0.5579,9.2874,-0.4633,8.3210,-0.9294,3.7320,0.0931,13.9317,-0.1949,23.3383,0.1870,13.6665,NA,NA
2022 EL,KSTdGD80-315,WIL,1.7483,-0.1971,0.8366,-0.4662,1.4933,-0.5620,5.1043,-0.2417,3.2607,-1.9130,1.4365,-0.8910,9.2885,-0.1899,8.3216,-0.1971,3.7434,-0.4703,13.9530,0.2584,23.3476,-0.2906,13.6714,NA,NA
2022 EL,KSTdGD80-316,WIL,0.1093,-0.0231,0.8366,-0.4662,0.1016,-1.1432,5.1046,0.4642,3.2618,-2.1561,1.4378,-0.3370,9.2882,0.5223,8.3214,-0.0231,3.7513,1.5545,13.9477,-0.8041,23.3483,1.4984,13.6679,NA,NA
2022 EL,KSTdGD80-317,WIL,-1.6691,-2.2116,0.8366,-0.4662,0.4164,0.3748,5.1052,-0.7090,3.2633,-0.4282,1.4379,-1.5235,9.2882,-1.7041,8.3220,-2.2116,3.7515,1.0427,13.9505,-0.4456,23.3491,1.3954,13.6683,NA,NA
2022 EL,KSTdGD80-318,WIL,-2.4962,-1.4936,0.8366,-0.4662,-0.7696,-0.6925,5.0761,1.4939,3.2528,-1.2263,1.4320,-0.6573,9.0598,0.4866,8.2968,-1.4936,3.7341,2.1352,13.9412,0.1812,23.2123,2.2373,13.5735,NA,NA
2022 EL,KSTdGD80-319,WIL,-1.5729,-0.5241,0.8366,-0.4662,-0.8051,0.6454,4.9550,-0.3462,3.2056,0.0051,1.4477,-0.4579,7.9559,0.4020,7.7933,-0.5241,3.7453,-0.2451,14.0235,-1.2409,21.2353,0.2055,12.4019,NA,NA
2022 EL,KSTdGD80-32,WIL,-0.0166,1.1190,0.8366,-0.4662,-0.8717,-0.5587,10.2090,1.2743,6.5225,1.0517,2.8817,-0.0440,18.5791,0.0467,16.6613,1.1190,7.5081,-0.8516,27.9228,1.7741,46.7301,-1.4781,27.3445,NA,NA
2022 EL,KSTdGD80-320,WIL,-0.0623,-0.7962,0.8366,-0.4662,0.5633,-0.6198,3.9876,0.1093,3.1313,-1.1955,1.3688,-0.3748,7.2365,-0.3546,7.8561,-0.7962,3.7067,-0.2586,13.5986,0.0735,21.7585,-0.1597,12.5271,NA,NA
2022 EL,KSTdGD80-322,WIL,-0.6095,1.3415,0.8366,-0.4662,-1.4976,0.1606,5.1025,-1.7652,3.2505,-0.8951,1.4349,-0.2316,9.2882,-1.1643,8.3226,1.3415,3.7361,-0.2814,13.9442,1.1427,23.3525,-0.5546,13.6727,NA,NA
2022 EL,KSTdGD80-323,WIL,0.6493,-1.1088,0.8366,-0.4662,1.3495,-1.4637,4.9431,0.9062,3.1957,0.5038,1.4276,-0.1579,7.9409,0.4026,7.7295,-1.1088,3.7068,0.7038,13.9192,-0.9017,21.1494,-0.3524,12.3521,NA,NA
2022 EL,KSTdGD80-324,WIL,1.3792,0.3969,0.8366,-0.4662,0.7540,0.8318,5.1058,1.3718,3.2713,0.4562,1.4353,0.7454,9.2888,0.8835,8.3232,0.3969,3.7375,-0.7585,13.9509,0.3333,23.3564,-0.0152,13.6712,NA,NA
2022 EL,KSTdGD80-325,WIL,0.3395,-2.4149,0.8366,-0.4662,2.1143,-0.9524,3.9871,0.3760,3.1308,0.3957,1.3702,-0.2520,7.2361,1.4397,7.8562,-2.4149,3.7124,-0.8599,13.5963,-0.7622,21.7360,-2.0290,12.5264,NA,NA
2022 EL,KSTdGD80-326,WIL,0.7696,0.2389,0.8366,-0.4662,0.4074,-0.8963,4.2534,0.0038,3.1634,-0.6832,1.3871,-0.3015,7.7052,-0.6773,7.9345,0.2389,3.7289,0.9141,13.7365,0.5903,21.9007,1.1129,12.6927,NA,NA
2022 EL,KSTdGD80-327,WIL,0.8660,-0.9281,0.8366,-0.4662,1.3772,-0.2143,4.2528,-0.7124,3.1622,-2.5982,1.3865,-0.4143,7.7049,-0.3796,7.9329,-0.9281,3.7280,-0.5842,13.7193,0.1230,21.8974,-0.1320,12.6901,NA,NA
2022 EL,KSTdGD80-329,WIL,0.3098,0.9490,0.8366,-0.4662,-0.4906,-0.0907,3.9868,-1.4023,3.1278,-0.6996,1.3708,-0.2767,7.2361,0.5768,7.8564,0.9490,3.7158,-1.4725,13.5942,-1.1056,21.7359,-1.1568,12.5283,NA,NA
2022 EL,KSTdGD80-330,WIL,0.7463,0.0111,0.8366,-0.4662,0.5643,-0.3371,5.0779,0.0718,3.2583,1.0941,1.4377,-0.1472,9.0529,-0.6336,8.2995,0.0111,3.7506,-0.7587,13.9463,0.4093,23.2117,-0.5028,13.5744,NA,NA
2022 EL,KSTdGD80-331,WIL,-1.4902,-0.9284,0.8366,-0.4662,-0.4312,-1.6711,5.0751,-1.2332,3.2567,0.1958,1.4371,-0.0161,9.0182,-1.6101,8.3023,-0.9284,3.7458,-0.7278,13.9524,-0.6362,23.2210,-0.1075,13.5715,NA,NA
2022 EL,KSTdGD80-333,WIL,-1.2602,-0.1033,0.8366,-0.4662,-0.8880,-0.4428,5.1042,-0.9404,3.2598,0.3001,1.4343,-0.2949,9.2884,0.8111,8.3212,-0.1033,3.7374,0.4231,13.9501,-0.7683,23.3472,0.2755,13.6707,NA,NA
2022 EL,KSTdGD80-334,WIL,0.2784,-0.9265,0.8366,-0.4662,0.9249,-0.9027,5.1043,-0.0724,3.2565,0.7720,1.4379,-1.0578,9.2884,0.1760,8.3215,-0.9265,3.7427,-1.6364,13.9435,-1.3664,23.3437,-1.6450,13.6682,NA,NA
2022 EL,KSTdGD80-335,WIL,0.7511,-0.2547,0.8366,-0.4662,0.7721,-0.7412,2.9377,-0.0076,3.0207,-0.3657,1.3150,-1.2636,5.2981,-0.7507,7.4278,-0.2547,3.7024,-1.4323,13.3489,-0.2065,20.1402,-2.1932,11.4099,NA,NA
2022 EL,KSTdGD80-336,WIL,-1.7132,-1.3557,0.8366,-0.4662,-0.2744,-0.5370,4.2636,1.1544,3.1623,-1.0716,1.3926,-1.4059,7.7140,-0.7227,7.9640,-1.3557,3.7384,0.4385,13.7682,-0.6554,21.9254,2.1771,12.7136,NA,NA
2022 EL,KSTdGD80-337,WIL,0.9307,0.4066,0.8366,-0.4662,0.4023,-0.8142,3.9808,0.2023,3.1105,-0.7552,1.3695,-0.2833,7.2358,0.0606,7.8537,0.4066,3.7172,-0.3549,13.5550,0.7258,21.7254,-0.1363,12.5170,NA,NA
2022 EL,KSTdGD80-339,WIL,0.8135,-0.2156,0.8366,-0.4662,0.7899,-3.0169,5.0987,0.2483,3.2326,0.3277,1.4316,-0.3847,9.2874,0.2004,8.3194,-0.2156,3.7389,-1.0374,13.9006,-0.0349,23.3328,-1.1626,13.6601,NA,NA
2022 EL,KSTdGD80-340,WIL,-0.2240,-0.1896,0.8366,-0.4662,-0.0264,0.5571,5.1050,-0.6606,3.2668,-1.2448,1.4386,-1.2806,9.2883,-0.5729,8.3215,-0.1896,3.7461,-0.9622,13.9585,0.9379,23.3487,-0.6634,13.6702,NA,NA
2022 EL,KSTdGD80-341,WIL,0.5749,-0.0174,0.8366,-0.4662,0.4546,0.1456,4.9235,-1.0132,3.1613,-1.3123,1.4173,-0.8263,7.5880,-0.6313,7.6308,-0.0174,3.6894,-0.8989,13.8732,0.7403,20.7542,-0.6352,12.1741,NA,NA
2022 EL,KSTdGD80-343,WIL,1.2253,0.0349,0.8366,-0.4662,0.9138,1.2616,5.1059,1.1971,3.2727,-0.9210,1.4367,-0.2285,9.2885,0.5664,8.3236,0.0349,3.7420,-0.8819,13.9776,-0.3075,23.3514,-1.3234,13.6752,NA,NA
2022 EL,KSTdGD80-344,WIL,-0.6620,-0.9011,0.8366,-0.4662,0.1835,0.2873,5.1021,1.5447,3.2457,-0.5067,1.4348,-0.2946,9.2880,-0.6152,8.3211,-0.9011,3.7385,-0.2351,13.9331,-1.5635,23.3471,-0.2084,13.6692,NA,NA
2022 EL,KSTdGD80-345,WIL,1.5894,0.7110,0.8366,-0.4662,0.6743,0.3395,5.0983,0.1357,3.2197,-1.3054,1.4317,-0.1197,9.2882,0.3210,8.3227,0.7110,3.7375,NA,NA,-0.2043,23.3446,-0.0687,13.6655,NA,NA
2022 EL,KSTdGD80-346,WIL,1.4365,-0.5489,0.8366,-0.4662,1.5240,-1.6716,5.1048,-0.4135,3.2672,-1.1744,1.4360,-0.7945,9.2880,-0.6158,8.3270,-0.5489,3.7353,-1.1967,13.9644,0.7898,23.3611,-0.6844,13.6760,NA,NA
